escenario;cliente;prod_cod;prod_nom;prod_n2;prod_n3;prod_prov;fec_cod;fec_anno;fec_mes;fec_dia;fec_dia_sem;can_n2;can_n3;geo_mun;geo_dep;valor;cantidad;cliente_top;cliente_top_canal;cliente_top_municipio;producto_top;producto_top_canal;producto_top_municipio
1;5338793;P-77544;Producto -77544;OFERTAS;OFERTAS;PR-241;20220919;2022;09;19;LUNES;MAYORISTA;MAYORISTA;CUCUTA;Norte de Santander;-68002;-48;N;S;N;N;N;N
1;5338793;P-4284;Producto -4284;PROTECTORES DIARIOS;CUIDADO PERSONAL;PR-241;20220919;2022;09;19;LUNES;MAYORISTA;MAYORISTA;CUCUTA;Norte de Santander;0;0;N;S;N;N;N;N
1;5338793;P-4324;Producto -4324;TOALLAS HIGIENICAS;CUIDADO PERSONAL;PR-241;20220917;2022;09;17;SABADO;MAYORISTA;MAYORISTA;CUCUTA;Norte de Santander;347179;96;N;S;N;N;N;N
1;5338793;P-4284;Producto -4284;PROTECTORES DIARIOS;CUIDADO PERSONAL;PR-241;20220917;2022;09;17;SABADO;MAYORISTA;MAYORISTA;CUCUTA;Norte de Santander;260543;180;N;S;N;N;N;N
1;5338793;P-4324;Producto -4324;TOALLAS HIGIENICAS;CUIDADO PERSONAL;PR-241;20220919;2022;09;19;LUNES;MAYORISTA;MAYORISTA;CUCUTA;Norte de Santander;483182;96;N;S;N;N;N;N
1;5338793;P-77544;Producto -77544;OFERTAS;OFERTAS;PR-241;20220917;2022;09;17;SABADO;MAYORISTA;MAYORISTA;CUCUTA;Norte de Santander;68002;48;N;S;N;N;N;N
1;5338793;P-4300;Producto -4300;TOALLAS HIGIENICAS;CUIDADO PERSONAL;PR-241;20220919;2022;09;19;LUNES;MAYORISTA;MAYORISTA;CUCUTA;Norte de Santander;1025330;80;N;S;N;S;N;N
1;4420257;P-10021;Producto -10021;MAQUILLAJE Y ACCESORIOS;CUIDADO PERSONAL;PR-019;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;18784;3;N;N;N;N;N;N
1;4420257;P-12107;Producto -12107;MARGARINAS/MANTEQUILLAS;ALIMENTOS;PR-347;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;115833;12;N;N;N;N;N;N
1;4420257;P-12122;Producto -12122;MARGARINAS/MANTEQUILLAS;ALIMENTOS;PR-347;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;231667;24;N;N;N;N;N;N
1;4420257;P-8381;Producto -8381;LIMPIADORES LIQUIDOS PISOS;HOGAR;PR-075;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;30705;6;N;N;N;N;N;N
1;4420257;P-5388;Producto -5388;FRAGANCIAS AMBIENTALES;HOGAR;PR-009;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;14292;2;N;N;N;N;N;N
1;4420257;P-9918;Producto -9918;COLORACION;CUIDADO PERSONAL;PR-019;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;31479;5;N;N;N;N;N;N
1;4420257;P-9912;Producto -9912;COLORACION;CUIDADO PERSONAL;PR-019;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;18887;3;N;N;N;N;N;N
1;4420257;P-12108;Producto -12108;MARGARINAS/MANTEQUILLAS;ALIMENTOS;PR-347;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;106818;18;N;N;N;N;N;N
1;4420257;P-5393;Producto -5393;INSECTICIDAS;HOGAR;PR-009;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;55858;6;N;N;N;N;N;N
1;4420257;P-5442;Producto -5442;FRAGANCIAS AMBIENTALES;HOGAR;PR-009;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;25302;2;N;N;N;N;N;N
1;4420257;P-5328;Producto -5328;FRAGANCIAS AMBIENTALES;HOGAR;PR-009;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;33672;3;N;N;N;N;N;N
1;4420257;P-5425;Producto -5425;FRAGANCIAS AMBIENTALES;HOGAR;PR-009;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;22448;2;N;N;N;N;N;N
1;4420257;P-5372;Producto -5372;INSECTICIDAS;HOGAR;PR-009;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;16888;2;N;N;N;N;N;N
1;4420257;P-7502;Producto -7502;INFUSIONES;ALIMENTOS;PR-054;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;48340;6;N;N;N;N;N;N
1;4420257;P-8368;Producto -8368;LIMPIADORES LIQUIDOS PISOS;HOGAR;PR-075;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;20470;4;N;N;N;N;N;N
1;4420257;P-10035;Producto -10035;MAQUILLAJE Y ACCESORIOS;CUIDADO PERSONAL;PR-019;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;7617;2;N;N;N;N;N;N
1;4420257;P-5331;Producto -5331;INSECTICIDAS;HOGAR;PR-009;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;18112;2;N;N;N;N;N;N
1;4420257;P-10086;Producto -10086;MAQUILLAJE Y ACCESORIOS;CUIDADO PERSONAL;PR-019;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;14571;3;N;N;N;N;N;N
1;4420257;P-10759;Producto -10759;INSECTICIDAS;HOGAR;PR-018;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;6112;2;N;N;N;N;N;N
1;4420257;P-9990;Producto -9990;MAQUILLAJE Y ACCESORIOS;CUIDADO PERSONAL;PR-019;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;4906;2;N;N;N;N;N;N
1;4420257;P-12109;Producto -12109;MARGARINAS/MANTEQUILLAS;ALIMENTOS;PR-347;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;115820;12;N;N;N;N;N;N
1;4420257;P-10757;Producto -10757;INSECTICIDAS;HOGAR;PR-018;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;31355;6;N;N;N;N;N;N
1;4420257;P-8365;Producto -8365;LIMPIADORES PARA BANOS;HOGAR;PR-075;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;51433;12;N;N;N;N;N;N
1;4420257;P-11541;Producto -11541;SUERO ORAL;OTC;PR-004;20220915;2022;09;15;JUEVES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;-32198;-6;N;N;N;N;N;N
1;4420257;P-10756;Producto -10756;OTROS PRODUCTOS DE LIMPIEZA;HOGAR;PR-018;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;40766;12;N;N;N;N;N;N
1;4420257;P-8421;Producto -8421;LIMPIADORES LIQUIDOS PISOS;HOGAR;PR-075;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;44223;6;N;N;N;N;N;N
1;4420257;P-11541;Producto -11541;SUERO ORAL;OTC;PR-004;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;32198;6;N;N;N;N;N;N
1;4420257;P-5311;Producto -5311;FRAGANCIAS AMBIENTALES;HOGAR;PR-009;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;10386;2;N;N;N;N;N;N
1;4420257;P-8338;Producto -8338;LIMPIADORES LIQUIDOS PISOS;HOGAR;PR-075;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;20470;4;N;N;N;N;N;N
1;4420257;P-8344;Producto -8344;LIMPIADORES LIQUIDOS PISOS;HOGAR;PR-075;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;12074;5;N;N;N;N;N;N
1;4420257;P-5396;Producto -5396;INSECTICIDAS;HOGAR;PR-009;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;75009;12;N;N;N;N;N;N
1;4420257;P-11543;Producto -11543;SUERO ORAL;OTC;PR-004;20220915;2022;09;15;JUEVES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;-32198;-6;N;N;N;N;N;N
1;4420257;P-11543;Producto -11543;SUERO ORAL;OTC;PR-004;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;32198;6;N;N;N;N;N;N
1;4420257;P-10157;Producto -10157;MAQUILLAJE Y ACCESORIOS;CUIDADO PERSONAL;PR-019;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;29112;3;N;N;N;N;N;N
1;4420257;P-8449;Producto -8449;LIMPIADORES LIQUIDOS PISOS;HOGAR;PR-075;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;33161;6;N;N;N;N;N;N
1;4420257;P-8355;Producto -8355;FRAGANCIAS AMBIENTALES;HOGAR;PR-075;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;10212;6;N;N;N;N;N;N
1;4420257;P-8386;Producto -8386;LIMPIADORES LIQUIDOS PISOS;HOGAR;PR-075;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;14488;6;N;N;N;N;N;N
1;4420257;P-8408;Producto -8408;LIMPIADORES LIQUIDOS PISOS;HOGAR;PR-075;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;14488;6;N;N;N;N;N;N
1;4420257;P-11538;Producto -11538;SUERO ORAL;OTC;PR-004;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;32198;6;N;N;N;N;N;N
1;4420257;P-8388;Producto -8388;FRAGANCIAS AMBIENTALES;HOGAR;PR-075;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;20720;3;N;N;N;N;N;N
1;4420257;P-5431;Producto -5431;INSECTICIDAS;HOGAR;PR-009;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;9373;2;N;N;N;N;N;N
1;4420257;P-5431;Producto -5431;INSECTICIDAS;HOGAR;PR-009;20220915;2022;09;15;JUEVES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;-4686;-1;N;N;N;N;N;N
1;4420257;P-6103;Producto -6103;INSECTICIDAS;HOGAR;PR-096;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;20625;2;N;N;N;S;S;N
1;4420257;P-9916;Producto -9916;COLORACION;CUIDADO PERSONAL;PR-019;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;18887;3;N;N;N;N;N;N
1;4420257;P-10758;Producto -10758;INSECTICIDAS;HOGAR;PR-018;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;28752;3;N;N;N;N;N;N
1;4420257;P-10153;Producto -10153;MAQUILLAJE Y ACCESORIOS;CUIDADO PERSONAL;PR-019;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;14571;3;N;N;N;N;N;N
1;4420257;P-5402;Producto -5402;FRAGANCIAS AMBIENTALES;HOGAR;PR-009;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;22448;2;N;N;N;N;N;N
1;4420257;P-70120;Producto -70120;MAQUILLAJE Y ACCESORIOS;CUIDADO PERSONAL;PR-019;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;13333;2;N;N;N;N;N;N
1;4420257;P-10764;Producto -10764;INSECTICIDAS;HOGAR;PR-018;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;25236;4;N;N;N;N;N;N
1;4420257;P-10755;Producto -10755;OTROS PRODUCTOS DE LIMPIEZA;HOGAR;PR-018;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;9852;6;N;N;N;N;N;N
1;4420257;P-10763;Producto -10763;INSECTICIDAS;HOGAR;PR-018;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;14789;6;N;N;N;N;N;N
1;4420257;P-5354;Producto -5354;INSECTICIDAS;HOGAR;PR-009;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;25284;2;N;N;N;N;N;N
1;4420257;P-12114;Producto -12114;MARGARINAS/MANTEQUILLAS;ALIMENTOS;PR-347;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;89091;12;N;N;N;N;N;N
1;4420257;P-5436;Producto -5436;FRAGANCIAS AMBIENTALES;HOGAR;PR-009;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;34157;2;N;N;N;N;N;N
1;4420257;P-5535;Producto -5535;FRAGANCIAS AMBIENTALES;HOGAR;PR-009;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;13259;2;N;N;N;N;N;N
1;4420257;P-10770;Producto -10770;OTROS PRODUCTOS DE LIMPIEZA;HOGAR;PR-018;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;22880;5;N;N;N;N;N;N
1;4420257;P-8364;Producto -8364;FRAGANCIAS AMBIENTALES;HOGAR;PR-075;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;13813;2;N;N;N;N;N;N
1;4420257;P-11538;Producto -11538;SUERO ORAL;OTC;PR-004;20220915;2022;09;15;JUEVES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;-32198;-6;N;N;N;N;N;N
1;4420257;P-8448;Producto -8448;LIMPIADORES LIQUIDOS PISOS;HOGAR;PR-075;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;28809;6;N;N;N;N;N;N
1;4420257;P-8314;Producto -8314;LIMPIADORES LIQUIDOS PISOS;HOGAR;PR-075;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;30705;6;N;N;N;N;N;N
1;4420257;P-8351;Producto -8351;INSECTICIDAS;HOGAR;PR-075;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;47756;6;N;N;N;N;N;N
1;4420257;P-11544;Producto -11544;SUERO ORAL;OTC;PR-004;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;32198;6;N;N;N;N;N;N
1;4420257;P-11544;Producto -11544;SUERO ORAL;OTC;PR-004;20220915;2022;09;15;JUEVES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;-32198;-6;N;N;N;N;N;N
1;4420257;P-7915;Producto -7915;FRUTAS EN CONSERVA;ALIMENTOS;PR-077;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;18944;6;N;N;N;N;N;N
1;4420257;P-10019;Producto -10019;MAQUILLAJE Y ACCESORIOS;CUIDADO PERSONAL;PR-019;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;25046;4;N;N;N;N;N;N
1;4420257;P-9917;Producto -9917;COLORACION;CUIDADO PERSONAL;PR-019;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;31479;5;N;N;N;N;N;N
1;4420257;P-8321;Producto -8321;LIMPIADORES PARA BANOS;HOGAR;PR-075;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;51433;12;N;N;N;N;N;N
1;4420257;P-8352;Producto -8352;INSECTICIDAS;HOGAR;PR-075;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;28602;4;N;N;N;N;N;N
1;4420257;P-10089;Producto -10089;MAQUILLAJE Y ACCESORIOS;CUIDADO PERSONAL;PR-019;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;9714;2;N;N;N;N;N;N
1;4420257;P-10150;Producto -10150;MAQUILLAJE Y ACCESORIOS;CUIDADO PERSONAL;PR-019;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;14571;3;N;N;N;N;N;N
1;4420257;P-70726;Producto -70726;MAQUILLAJE Y ACCESORIOS;CUIDADO PERSONAL;PR-019;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;14571;3;N;N;N;N;N;N
1;4420257;P-12112;Producto -12112;MARGARINAS/MANTEQUILLAS;ALIMENTOS;PR-347;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;74137;20;N;N;N;N;N;N
1;4420257;P-13659;Producto -13659;OFERTAS;OFERTAS;PR-004;20220913;2022;09;13;MARTES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;21960;4;N;N;N;N;N;N
1;4420257;P-13659;Producto -13659;OFERTAS;OFERTAS;PR-004;20220915;2022;09;15;JUEVES;SUPERMERCADOS;SUPERMERCADOS;CUCUTA;Norte de Santander;-21960;-4;N;N;N;N;N;N
1;6247244;P-4512;Producto -4512;DESMANCHADORES;HOGAR;PR-229;20220921;2022;09;21;MIERCOLES;MINIMERCADO;MINIMERCADO;CUCUTA;Norte de Santander;61832;12;N;S;N;N;N;N
1;6247244;P-13535;Producto -13535;OFERTAS;OFERTAS;PR-241;20220921;2022;09;21;MIERCOLES;MINIMERCADO;MINIMERCADO;CUCUTA;Norte de Santander;4904;2;N;S;N;N;N;N
1;6247244;P-13514;Producto -13514;OFERTAS;OFERTAS;PR-241;20220921;2022;09;21;MIERCOLES;MINIMERCADO;MINIMERCADO;CUCUTA;Norte de Santander;9731;4;N;S;N;N;N;N
1;6247244;P-4184;Producto -4184;PROTECTORES DIARIOS;CUIDADO PERSONAL;PR-241;20220921;2022;09;21;MIERCOLES;MINIMERCADO;MINIMERCADO;CUCUTA;Norte de Santander;112064;12;N;S;N;N;N;N
1;6247244;P-4134;Producto -4134;TOALLAS DE COCINA;HOGAR;PR-241;20220921;2022;09;21;MIERCOLES;MINIMERCADO;MINIMERCADO;CUCUTA;Norte de Santander;83441;12;N;S;N;N;N;N
1;6247244;P-10643;Producto -10643;FIBRAS Y PANOS ABSORBENTES;HOGAR;PR-357;20220921;2022;09;21;MIERCOLES;MINIMERCADO;MINIMERCADO;CUCUTA;Norte de Santander;59968;3;N;S;N;N;N;N
1;6247244;P-4224;Producto -4224;PAPEL HIGIENICO;HOGAR;PR-241;20220921;2022;09;21;MIERCOLES;MINIMERCADO;MINIMERCADO;CUCUTA;Norte de Santander;468844;30;N;S;N;N;N;N
1;6247244;P-13694;Producto -13694;OFERTAS;OFERTAS;PR-241;20220921;2022;09;21;MIERCOLES;MINIMERCADO;MINIMERCADO;CUCUTA;Norte de Santander;16788;12;N;S;N;N;N;N
1;6247244;P-10642;Producto -10642;FIBRAS Y PANOS ABSORBENTES;HOGAR;PR-357;20220921;2022;09;21;MIERCOLES;MINIMERCADO;MINIMERCADO;CUCUTA;Norte de Santander;59968;3;N;S;N;N;N;N
1;6247244;P-6103;Producto -6103;INSECTICIDAS;HOGAR;PR-096;20220921;2022;09;21;MIERCOLES;MINIMERCADO;MINIMERCADO;CUCUTA;Norte de Santander;116385;12;N;S;N;S;S;N
1;6247244;P-77523;Producto -77523;OFERTAS;OFERTAS;PR-241;20220921;2022;09;21;MIERCOLES;MINIMERCADO;MINIMERCADO;CUCUTA;Norte de Santander;65381;6;N;S;N;N;N;N
1;6247244;P-4415;Producto -4415;DETERGENTES;HOGAR;PR-229;20220921;2022;09;21;MIERCOLES;MINIMERCADO;MINIMERCADO;CUCUTA;Norte de Santander;20430;6;N;S;N;N;N;N
1;6247244;P-6083;Producto -6083;ACEITES Y MANTECAS;ALIMENTOS;PR-096;20220921;2022;09;21;MIERCOLES;MINIMERCADO;MINIMERCADO;CUCUTA;Norte de Santander;151018;12;N;S;N;S;S;N
1;6247244;P-6080;Producto -6080;ACEITES Y MANTECAS;ALIMENTOS;PR-096;20220921;2022;09;21;MIERCOLES;MINIMERCADO;MINIMERCADO;CUCUTA;Norte de Santander;110796;12;N;S;N;S;S;N
1;6247244;P-13499;Producto -13499;OFERTAS;OFERTAS;PR-241;20220921;2022;09;21;MIERCOLES;MINIMERCADO;MINIMERCADO;CUCUTA;Norte de Santander;29341;5;N;S;N;N;N;N
1;6247244;P-13680;Producto -13680;OFERTAS;OFERTAS;PR-241;20220921;2022;09;21;MIERCOLES;MINIMERCADO;MINIMERCADO;CUCUTA;Norte de Santander;3223;2;N;S;N;N;N;N
1;6247244;P-4180;Producto -4180;TOALLAS DE COCINA;HOGAR;PR-241;20220921;2022;09;21;MIERCOLES;MINIMERCADO;MINIMERCADO;CUCUTA;Norte de Santander;16008;10;N;S;N;N;N;N
1;6247244;P-4468;Producto -4468;DETERGENTES;HOGAR;PR-229;20220921;2022;09;21;MIERCOLES;MINIMERCADO;MINIMERCADO;CUCUTA;Norte de Santander;80066;12;N;S;N;N;N;N
1;6247244;P-13576;Producto -13576;OFERTAS;OFERTAS;PR-241;20220921;2022;09;21;MIERCOLES;MINIMERCADO;MINIMERCADO;CUCUTA;Norte de Santander;15957;12;N;S;N;N;N;N
1;6247244;P-4276;Producto -4276;PAPEL HIGIENICO;HOGAR;PR-241;20220921;2022;09;21;MIERCOLES;MINIMERCADO;MINIMERCADO;CUCUTA;Norte de Santander;285650;192;N;S;N;S;S;S
1;6247244;P-13548;Producto -13548;OFERTAS;OFERTAS;PR-241;20220921;2022;09;21;MIERCOLES;MINIMERCADO;MINIMERCADO;CUCUTA;Norte de Santander;53539;4;N;S;N;N;N;N
1;6247244;P-4309;Producto -4309;TOALLAS HIGIENICAS;CUIDADO PERSONAL;PR-241;20220921;2022;09;21;MIERCOLES;MINIMERCADO;MINIMERCADO;CUCUTA;Norte de Santander;172172;18;N;S;N;N;N;N
1;6247244;P-4166;Producto -4166;TOALLAS DE COCINA;HOGAR;PR-241;20220921;2022;09;21;MIERCOLES;MINIMERCADO;MINIMERCADO;CUCUTA;Norte de Santander;23864;10;N;S;N;N;N;N
1;6247244;P-4150;Producto -4150;TOALLAS DE COCINA;HOGAR;PR-241;20220921;2022;09;21;MIERCOLES;MINIMERCADO;MINIMERCADO;CUCUTA;Norte de Santander;78131;60;N;S;N;N;N;N
1;4423800;P-8350;Producto -8350;LIMPIADORES LIQUIDOS PISOS;HOGAR;PR-075;20220922;2022;09;22;JUEVES;MINIMERCADO;MINIMERCADO;ARAUCA;Arauca;20328;24;N;S;S;N;N;N
1;4423800;P-8388;Producto -8388;FRAGANCIAS AMBIENTALES;HOGAR;PR-075;20220922;2022;09;22;JUEVES;MINIMERCADO;MINIMERCADO;ARAUCA;Arauca;40851;6;N;S;S;N;N;N
1;4423800;P-3711;Producto -3711;ALIMENTO PARA PERROS SECO;MASCOTAS Y ANIMALES;PR-064;20220922;2022;09;22;JUEVES;MINIMERCADO;MINIMERCADO;ARAUCA;Arauca;148273;1;N;S;S;N;N;N
1;4423800;P-8405;Producto -8405;LIMPIADORES LIQUIDOS PISOS;HOGAR;PR-075;20220922;2022;09;22;JUEVES;MINIMERCADO;MINIMERCADO;ARAUCA;Arauca;31151;2;N;S;S;N;N;N
1;4423800;P-8422;Producto -8422;LIMPIADORES LIQUIDOS PISOS;HOGAR;PR-075;20220922;2022;09;22;JUEVES;MINIMERCADO;MINIMERCADO;ARAUCA;Arauca;49027;6;N;S;S;N;N;N
1;4423800;P-10767;Producto -10767;INSECTICIDAS;HOGAR;PR-018;20220922;2022;09;22;JUEVES;MINIMERCADO;MINIMERCADO;ARAUCA;Arauca;72864;26;N;S;S;S;S;N
1;4423800;P-8312;Producto -8312;FRAGANCIAS AMBIENTALES;HOGAR;PR-075;20220922;2022;09;22;JUEVES;MINIMERCADO;MINIMERCADO;ARAUCA;Arauca;75394;12;N;S;S;N;N;N
1;4423800;P-8343;Producto -8343;FRAGANCIAS AMBIENTALES;HOGAR;PR-075;20220922;2022;09;22;JUEVES;MINIMERCADO;MINIMERCADO;ARAUCA;Arauca;75394;12;N;S;S;N;N;N
1;4423800;P-8377;Producto -8377;LIMPIADORES LIQUIDOS PISOS;HOGAR;PR-075;20220922;2022;09;22;JUEVES;MINIMERCADO;MINIMERCADO;ARAUCA;Arauca;20328;24;N;S;S;N;N;N
1;4423800;P-8342;Producto -8342;FRAGANCIAS AMBIENTALES;HOGAR;PR-075;20220922;2022;09;22;JUEVES;MINIMERCADO;MINIMERCADO;ARAUCA;Arauca;57801;12;N;S;S;N;N;N
1;4423800;P-8329;Producto -8329;LIMPIADORES LIQUIDOS PISOS;HOGAR;PR-075;20220922;2022;09;22;JUEVES;MINIMERCADO;MINIMERCADO;ARAUCA;Arauca;20328;24;N;S;S;N;N;N
1;4423800;P-8323;Producto -8323;LIMPIADORES LIQUIDOS PISOS;HOGAR;PR-075;20220922;2022;09;22;JUEVES;MINIMERCADO;MINIMERCADO;ARAUCA;Arauca;45776;6;N;S;S;N;N;N
1;4423800;P-3759;Producto -3759;ALIMENTO PARA PERROS HUMEDO;MASCOTAS Y ANIMALES;PR-064;20220922;2022;09;22;JUEVES;MINIMERCADO;MINIMERCADO;ARAUCA;Arauca;82924;30;N;S;S;N;N;N
1;4423800;P-8415;Producto -8415;LIMPIADORES LIQUIDOS PISOS;HOGAR;PR-075;20220922;2022;09;22;JUEVES;MINIMERCADO;MINIMERCADO;ARAUCA;Arauca;51553;4;N;S;S;N;N;N
1;4423800;P-8352;Producto -8352;INSECTICIDAS;HOGAR;PR-075;20220922;2022;09;22;JUEVES;MINIMERCADO;MINIMERCADO;ARAUCA;Arauca;84587;12;N;S;S;N;N;N
1;4423800;P-8295;Producto -8295;TALCOS Y SPRAY PARA PIES;CUIDADO PERSONAL;PR-231;20220922;2022;09;22;JUEVES;MINIMERCADO;MINIMERCADO;ARAUCA;Arauca;26529;1;N;S;S;N;N;N
